Username,Tanggal,Teks,Jumlah_Like,Platform,Clean_Teks,Tokens,Label,Tanggal_Singkat,Topic_ID
@ardhie_mild,2026-06-14 16:49:08+00:00,Sanz dan Keyra kaga bisa tidur 😂😂😂😂😂😂 terutama yeb... Masuk onic lagi disaat onic udh masuk playoffs.. Berharap dapat  koleksi cincin dadakan 😫😫😁🤣🤣🤣🤣.  Eh taunya zonm 😂😂😂,0,YouTube,sanz dan keyra kaga bisa tidur terutama yeb masuk onic lagi disaat onic sudah masuk playoffs berharap dapat koleksi cincin dadakan eh taunya zonm,"['sanz', 'dan', 'keyra', 'kaga', 'bisa', 'tidur', 'terutama', 'yeb', 'masuk', 'onic', 'lagi', 'disaat', 'onic', 'sudah', 'masuk', 'playoffs', 'berharap', 'dapat', 'koleksi', 'cincin', 'dadakan', 'eh', 'taunya', 'zonm']",1,2026-06-14,0
@RomeBent,2026-06-14 16:47:53+00:00,Geloooo hertoddddd,0,YouTube,geloooo hertoddddd,"['geloooo', 'hertoddddd']",0,2026-06-14,0
@rian9612,2026-06-14 16:46:22+00:00,Makasih BTR 🎉🎉🎉,0,YouTube,makasih btr,"['makasih', 'btr']",0,2026-06-14,2
@Doriiels,2026-06-14 16:46:09+00:00,"Akhirnya BTR menang,kita ga dapet apa apa cuman nonton horey",0,YouTube,akhirnya btr menang kita tidak dapet apa apa cuman nonton horey,"['akhirnya', 'btr', 'menang', 'kita', 'tidak', 'dapet', 'apa', 'apa', 'cuman', 'nonton', 'horey']",1,2026-06-14,0
@lagupendekenak,2026-06-14 16:45:37+00:00,"Kirain bakal ada sesi panelis ngomong terus ranger emas ngomong biiiiiigetron, akan mengukir sejarahhhhj",0,YouTube,kirain bakal ada sesi panelis ngomong terus ranger emas ngomong biiiiiigetron akan mengukir sejarahhhhj,"['kirain', 'bakal', 'ada', 'sesi', 'panelis', 'ngomong', 'terus', 'ranger', 'emas', 'ngomong', 'biiiiiigetron', 'akan', 'mengukir', 'sejarahhhhj']",1,2026-06-14,0
@Nurhayatiijlal,2026-06-14 16:45:23+00:00,Hertod effect kah?? ni btr jadi kuat jirr,0,YouTube,hertod effect kah ni btr jadi kuat jirr,"['hertod', 'effect', 'kah', 'ni', 'btr', 'jadi', 'kuat', 'jirr']",1,2026-06-14,6
@aswarabbas3628,2026-06-14 16:43:25+00:00,Wkwkwk mm standart GK juara,0,YouTube,wkwkwk mm standart tidak juara,"['wkwkwk', 'mm', 'standart', 'tidak', 'juara']",0,2026-06-14,0
@ariiharianto1747,2026-06-14 16:42:02+00:00,Kyy keluar btr malah berkembang 🫣🤣😁👍,0,YouTube,kyy keluar btr malah berkembang,"['kyy', 'keluar', 'btr', 'malah', 'berkembang']",1,2026-06-14,0
@TLPH-D-KayyyTzy,2026-06-14 16:39:31+00:00,"Congrats🎉🎊
Itu di upper hampir btr 2-0 onic gegabah jir harith kelra dipastikan dievaluasi. 
Begini masuk final dari lower susah payah sekalian juara kata moreno🤫🥳😘",0,YouTube,congrats itu di upper hampir btr onic gegabah jir harith kelra dipastikan dievaluasi begini masuk final dari lower susah payah sekalian juara kata moreno,"['congrats', 'itu', 'di', 'upper', 'hampir', 'btr', 'onic', 'gegabah', 'jir', 'harith', 'kelra', 'dipastikan', 'dievaluasi', 'begini', 'masuk', 'final', 'dari', 'lower', 'susah', 'payah', 'sekalian', 'juara', 'kata', 'moreno']",1,2026-06-14,0
@qoikdimitry8273,2026-06-14 16:38:37+00:00,Sukur dah gg btr . Ga ada dominasi mpl id di onic teruss,0,YouTube,sukur dah gg btr tidak ada dominasi mpl id di onic teruss,"['sukur', 'dah', 'gg', 'btr', 'tidak', 'ada', 'dominasi', 'mpl', 'id', 'di', 'onic', 'teruss']",1,2026-06-14,-1
@MuhammadRamdani-hd4ds,2026-06-14 16:38:33+00:00,Akhirnya onic merasakan yang AE rasakan😂,0,YouTube,akhirnya onic merasakan yang ae rasakan,"['akhirnya', 'onic', 'merasakan', 'yang', 'ae', 'rasakan']",1,2026-06-14,0
@user-gn7zj3dw9k,2026-06-14 16:37:41+00:00,"Oh, jadi ini standard baru goldlaner? spesialis juara dua",1,YouTube,oh jadi ini standard baru goldlaner spesialis juara dua,"['oh', 'jadi', 'ini', 'standard', 'baru', 'goldlaner', 'spesialis', 'juara', 'dua']",1,2026-06-14,0
@bogoiee,2026-06-14 16:34:58+00:00,Ibu Shogun cantik😊,0,YouTube,ibu shogun cantik,"['ibu', 'shogun', 'cantik']",1,2026-06-14,0
@Azziz_mk123,2026-06-14 16:34:33+00:00,"kalah tapi ketawa ketawa, menarikk hmmmm😂",2,YouTube,kalah tapi ketawa ketawa menarikk hmmmm,"['kalah', 'tapi', 'ketawa', 'ketawa', 'menarikk', 'hmmmm']",0,2026-06-14,0
@akihitonyx6577,2026-06-14 16:31:37+00:00,Selamat BTR memecah kutukan play off dan liga tani onic walaupun ter seok² sebelum play off akhirnya berhasil juara,0,YouTube,selamat btr memecah kutukan play off dan liga tani onic walaupun ter seok² sebelum play off akhirnya berhasil juara,"['selamat', 'btr', 'memecah', 'kutukan', 'play', 'off', 'dan', 'liga', 'tani', 'onic', 'walaupun', 'ter', 'seok²', 'sebelum', 'play', 'off', 'akhirnya', 'berhasil', 'juara']",0,2026-06-14,0
@betowlalfarizi9960,2026-06-14 16:31:13+00:00,"5:26:22 meja piala warna kuning, MPL pun seyakin itu klau onic yg juara mknya meja di desain warna kuning biar sama ama warna Jersey onic, tp ternyata 😂😂😂",1,YouTube,meja piala warna kuning mpl pun seyakin itu klau onic yang juara mknya meja di desain warna kuning biar sama ama warna jersey onic tapi ternyata,"['meja', 'piala', 'warna', 'kuning', 'mpl', 'pun', 'seyakin', 'itu', 'klau', 'onic', 'yang', 'juara', 'mknya', 'meja', 'di', 'desain', 'warna', 'kuning', 'biar', 'sama', 'ama', 'warna', 'jersey', 'onic', 'tapi', 'ternyata']",1,2026-06-14,0
@ReskyAmaliah-g1m,2026-06-14 16:30:50+00:00,BTR meredam suara2 bising dari fans ONIC yg banyak bacot,0,YouTube,btr meredam suara bising dari fans onic yang banyak bacot,"['btr', 'meredam', 'suara', 'bising', 'dari', 'fans', 'onic', 'yang', 'banyak', 'bacot']",1,2026-06-14,9
@Taka-3-z5x,2026-06-14 16:30:02+00:00,5:21:41 eh btw itu kenapa nnael ga mau tos😂 lagi slek sama ko ed kah😂,0,YouTube,eh btw itu kenapa nnael tidak mau tos lagi slek sama ko ed kah,"['eh', 'btw', 'itu', 'kenapa', 'nnael', 'tidak', 'mau', 'tos', 'lagi', 'slek', 'sama', 'ko', 'ed', 'kah']",1,2026-06-14,0
@YOGA-zd7tl,2026-06-14 16:29:12+00:00,Yah ga jadi pake cincin banyak lagi deh wkkw,0,YouTube,yah tidak jadi pake cincin banyak lagi deh wkkw,"['yah', 'tidak', 'jadi', 'pake', 'cincin', 'banyak', 'lagi', 'deh', 'wkkw']",1,2026-06-14,0
@DeblengCok,2026-06-14 16:28:58+00:00,Mampos onic roda Lo di bawah,0,YouTube,mampos onic roda kamu di bawah,"['mampos', 'onic', 'roda', 'kamu', 'di', 'bawah']",1,2026-06-14,0
@andhikajuniar6880,2026-06-14 16:27:52+00:00,MPL ID udah bukan liga tani guysss,0,YouTube,mpl id sudah bukan liga tani guysss,"['mpl', 'id', 'sudah', 'bukan', 'liga', 'tani', 'guysss']",1,2026-06-14,0
@Taka-3-z5x,2026-06-14 16:26:59+00:00,"Dukung dari jaman exp rippo + kyy dkk, puncak nya pas s7 masuk final cuma kehalang evos,tapi anjirrr sumpah ga nyangka sekarang bisa juara angkat piala❤",0,YouTube,dukung dari jaman exp rippo kyy dkk puncak nya pas s masuk final cuma kehalang evos tapi anjirrr sumpah tidak nyangka sekarang bisa juara angkat piala,"['dukung', 'dari', 'jaman', 'exp', 'rippo', 'kyy', 'dkk', 'puncak', 'nya', 'pas', 's', 'masuk', 'final', 'cuma', 'kehalang', 'evos', 'tapi', 'anjirrr', 'sumpah', 'tidak', 'nyangka', 'sekarang', 'bisa', 'juara', 'angkat', 'piala']",1,2026-06-14,0
@andhikajuniar6880,2026-06-14 16:26:22+00:00,Ko ed udah ga bakal ngomong game ini ga pernah menang juga lagi wkwkw,0,YouTube,ko ed sudah tidak bakal ngomong game ini tidak pernah menang juga lagi wkwkw,"['ko', 'ed', 'sudah', 'tidak', 'bakal', 'ngomong', 'game', 'ini', 'tidak', 'pernah', 'menang', 'juga', 'lagi', 'wkwkw']",1,2026-06-14,0
@andhikajuniar6880,2026-06-14 16:25:45+00:00,Gila BTR semua divisi game nya masuk EWC  semua dan juara lagi,2,YouTube,gila btr semua divisi game nya masuk ewc semua dan juara lagi,"['gila', 'btr', 'semua', 'divisi', 'game', 'nya', 'masuk', 'ewc', 'semua', 'dan', 'juara', 'lagi']",1,2026-06-14,0
@BoyHandoko-t8o,2026-06-14 16:23:44+00:00,Walau gua sonic kehadiran hertod bawa impact jir bagi btr🗿 GG BTR NT ONIC CONGRATS BTR JUARA MPL ID S17 SALAM SONIC💛,0,YouTube,walau gua sonic kehadiran hertod bawa impact jir bagi btr gg btr nt onic congrats btr juara mpl id s salam sonic,"['walau', 'gua', 'sonic', 'kehadiran', 'hertod', 'bawa', 'impact', 'jir', 'bagi', 'btr', 'gg', 'btr', 'nt', 'onic', 'congrats', 'btr', 'juara', 'mpl', 'id', 's', 'salam', 'sonic']",1,2026-06-14,7
@jeksos3418,2026-06-14 16:22:57+00:00,Yes onic akhirnya klh untuk mematahkan kesombongan sans🫤🫣,0,YouTube,yes onic akhirnya klh untuk mematahkan kesombongan sans,"['yes', 'onic', 'akhirnya', 'klh', 'untuk', 'mematahkan', 'kesombongan', 'sans']",0,2026-06-14,0
@sikidappawpaw,2026-06-14 16:20:19+00:00,"Pubgm, MDL, MPL borong lah btr",0,YouTube,pubgm mdl mpl borong lah btr,"['pubgm', 'mdl', 'mpl', 'borong', 'lah', 'btr']",1,2026-06-14,0
@fadlimh9738,2026-06-14 16:17:41+00:00,Tumben kutukan playoffs nggak berlaku 🗿,0,YouTube,tumben kutukan playoffs nggak berlaku,"['tumben', 'kutukan', 'playoffs', 'nggak', 'berlaku']",1,2026-06-14,0
@Menn.55,2026-06-14 16:17:36+00:00,Ada pelajaran sejarah kah hari ini ???,0,YouTube,ada pelajaran sejarah kah hari ini,"['ada', 'pelajaran', 'sejarah', 'kah', 'hari', 'ini']",0,2026-06-14,0
@kevinanggara5761,2026-06-14 16:16:48+00:00,kerla cuman bisa claude?,0,YouTube,kerla cuman bisa claude,"['kerla', 'cuman', 'bisa', 'claude']",0,2026-06-14,0
@GgumaTzy,2026-06-14 16:16:36+00:00,Pulung onic holic wkwk,0,YouTube,pulung onic holic wkwk,"['pulung', 'onic', 'holic', 'wkwk']",0,2026-06-14,0
@ikkaSulistyana,2026-06-14 16:16:29+00:00,PAK AP..MPL UDAAH SELESAI..AYOK PAK AP..BOORONG SEMUA PLAYER BTR PAK AP....😂😂😂😂😂,0,YouTube,pak ap mpl udaah selesai ayok pak ap boorong semua player btr pak ap,"['pak', 'ap', 'mpl', 'udaah', 'selesai', 'ayok', 'pak', 'ap', 'boorong', 'semua', 'player', 'btr', 'pak', 'ap']",1,2026-06-14,0
@RullStayHere,2026-06-14 16:16:09+00:00,selamat buat btr dan nt buat onic salam dari kingdom🎉🎉,1,YouTube,selamat buat btr dan nt buat onic salam dari kingdom,"['selamat', 'buat', 'btr', 'dan', 'nt', 'buat', 'onic', 'salam', 'dari', 'kingdom']",0,2026-06-14,-1
@reviciiixml,2026-06-14 16:15:42+00:00,HEII BTR MENYELAMATKAN KEBISINGAN HARI INI WKWKW,1,YouTube,heii btr menyelamatkan kebisingan hari ini wkwkw,"['heii', 'btr', 'menyelamatkan', 'kebisingan', 'hari', 'ini', 'wkwkw']",0,2026-06-14,9
@DecadeID,2026-06-14 16:13:55+00:00,Buff ny dri Oby ama hertod ini,0,YouTube,buff ny dri oby ama hertod ini,"['buff', 'ny', 'dri', 'oby', 'ama', 'hertod', 'ini']",0,2026-06-14,0
@AlipFirmansyah-m5l,2026-06-14 16:13:27+00:00,Main kok jimat,0,YouTube,main kok jimat,"['main', 'kok', 'jimat']",1,2026-06-14,0
@DecadeID,2026-06-14 16:13:21+00:00,Hertod effect,0,YouTube,hertod effect,"['hertod', 'effect']",0,2026-06-14,6
@DikaThecoolkid,2026-06-14 16:11:47+00:00,"akhirnya NNAEL punya pialah yang bener bener dia dapet dengan jerih payahnya sendiri GG BTR
Makasih onic dah berjuang malam ini wala 4-1 🫩🥹",0,YouTube,akhirnya nnael punya pialah yang bener bener dia dapet dengan jerih payahnya sendiri gg btr makasih onic dah berjuang malam ini wala,"['akhirnya', 'nnael', 'punya', 'pialah', 'yang', 'bener', 'bener', 'dia', 'dapet', 'dengan', 'jerih', 'payahnya', 'sendiri', 'gg', 'btr', 'makasih', 'onic', 'dah', 'berjuang', 'malam', 'ini', 'wala']",1,2026-06-14,0
@dannytobing4339,2026-06-14 16:10:56+00:00,Asal ga RRQ sih,0,YouTube,asal tidak rrq sih,"['asal', 'tidak', 'rrq', 'sih']",1,2026-06-14,0
@Chr1sna,2026-06-14 16:10:23+00:00,numpang nyimpen part ini 3:59:14 wkwkw,0,YouTube,numpang nyimpen part ini wkwkw,"['numpang', 'nyimpen', 'part', 'ini', 'wkwkw']",0,2026-06-14,0
@Ikaros-Type-A,2026-06-14 16:10:09+00:00,teori derwaman ke team yang di bawah is real,0,YouTube,teori derwaman ke team yang di bawah is real,"['teori', 'derwaman', 'ke', 'team', 'yang', 'di', 'bawah', 'is', 'real']",0,2026-06-14,0
@putrasitinjak5359,2026-06-14 16:10:02+00:00,Yeb kenak karma..mau namba cincin liga tani..abis tu ngilang...eeeh..ngk tau nya zonk😂😂😂,0,YouTube,yeb kenak karma mau namba cincin liga tani abis tu ngilang eeeh ngk tau nya zonk,"['yeb', 'kenak', 'karma', 'mau', 'namba', 'cincin', 'liga', 'tani', 'abis', 'tu', 'ngilang', 'eeeh', 'ngk', 'tau', 'nya', 'zonk']",1,2026-06-14,0
@ArisCandra-d1l,2026-06-14 16:09:59+00:00,"Efek gak ada adi?
Adi tolongin di☝",0,YouTube,efek tidak ada adi adi tolongin di,"['efek', 'tidak', 'ada', 'adi', 'adi', 'tolongin', 'di']",0,2026-06-14,0
@Sessajakidaeng,2026-06-14 16:09:58+00:00,"Nah gini Seru nih, Ganti Gantian Juara dan kali ini BTR yg juara, Dan Nice Try utk Onic.",1,YouTube,nah gini seru nih ganti gantian juara dan kali ini btr yang juara dan nice try utk onic,"['nah', 'gini', 'seru', 'nih', 'ganti', 'gantian', 'juara', 'dan', 'kali', 'ini', 'btr', 'yang', 'juara', 'dan', 'nice', 'try', 'utk', 'onic']",1,2026-06-14,0
@jealousfar,2026-06-14 16:09:27+00:00,moreno sumpah cok GG parah,1,YouTube,moreno sumpah cok gg parah,"['moreno', 'sumpah', 'cok', 'gg', 'parah']",1,2026-06-14,0
@asiselano9061,2026-06-14 16:08:59+00:00,Jangan biarkan jari coach yeh penuh😂😂,0,YouTube,jangan biarkan jari coach yeh penuh,"['jangan', 'biarkan', 'jari', 'coach', 'yeh', 'penuh']",1,2026-06-14,0
@dannytobing4339,2026-06-14 16:08:24+00:00,Dikasih biar ga bosan,0,YouTube,dikasih biar tidak bosan,"['dikasih', 'biar', 'tidak', 'bosan']",1,2026-06-14,0
@RidoSaputra-o3g,2026-06-14 16:06:25+00:00,Btr menyelamatkan dunia dari kebisingan,0,YouTube,btr menyelamatkan dunia dari kebisingan,"['btr', 'menyelamatkan', 'dunia', 'dari', 'kebisingan']",1,2026-06-14,9
@RifkyFebriansyah-i3c,2026-06-14 16:05:31+00:00,"Alhamdulillah,tim favorit saya juara 
Congrats BTR",1,YouTube,alhamdulillah tim favorit saya juara congrats btr,"['alhamdulillah', 'tim', 'favorit', 'saya', 'juara', 'congrats', 'btr']",0,2026-06-14,0
@rifkimotovlog4928,2026-06-14 16:05:30+00:00,Mana nih yang bilng skylar digantj kelra bakal bantai bantai? Wkwk kacau ganti exp bukan gold terus wkwk,0,YouTube,mana nih yang bilng skylar digantj kelra bakal bantai bantai wkwk kacau ganti exp bukan gold terus wkwk,"['mana', 'nih', 'yang', 'bilng', 'skylar', 'digantj', 'kelra', 'bakal', 'bantai', 'bantai', 'wkwk', 'kacau', 'ganti', 'exp', 'bukan', 'gold', 'terus', 'wkwk']",1,2026-06-14,0
@AndiMuhammadIsra-g5c,2026-06-14 16:05:27+00:00,"Oii morenooo gak usah terlalu sombong dpt cincin,
Sanz lihat tingkah lu bikin dia ketawa krna Sanz cincin dia brpa",0,YouTube,oii morenooo tidak usah terlalu sombong dpt cincin sanz lihat tingkah kamu bikin dia ketawa krna sanz cincin dia brpa,"['oii', 'morenooo', 'tidak', 'usah', 'terlalu', 'sombong', 'dpt', 'cincin', 'sanz', 'lihat', 'tingkah', 'kamu', 'bikin', 'dia', 'ketawa', 'krna', 'sanz', 'cincin', 'dia', 'brpa']",1,2026-06-14,0
@partner02Projects,2026-06-14 16:03:59+00:00,bujett ga ada adi kaga juara tuch,0,YouTube,bujett tidak ada adi kaga juara tuch,"['bujett', 'tidak', 'ada', 'adi', 'kaga', 'juara', 'tuch']",1,2026-06-14,0
@WinthihaNaing,2026-06-14 16:03:50+00:00,5:07:44 ❤,0,YouTube,,[],0,2026-06-14,1
@bremagunawan3438,2026-06-14 16:03:43+00:00,yang katanya kelinci percobaan anjir,0,YouTube,yang katanya kelinci percobaan anjir,"['yang', 'katanya', 'kelinci', 'percobaan', 'anjir']",1,2026-06-14,4
@Muhammadhanif-c6z,2026-06-14 16:03:15+00:00,Berat punggung kelra,0,YouTube,berat punggung kelra,"['berat', 'punggung', 'kelra']",0,2026-06-14,0
@adikiron7445,2026-06-14 16:02:56+00:00,"Congrats BTR
salam dari sonic",0,YouTube,congrats btr salam dari sonic,"['congrats', 'btr', 'salam', 'dari', 'sonic']",0,2026-06-14,7
@berakdikebon99,2026-06-14 16:02:10+00:00,Ler Tolongin Ler 😂,0,YouTube,ler tolongin ler,"['ler', 'tolongin', 'ler']",0,2026-06-14,0
@boncuchanell804,2026-06-14 16:01:49+00:00,KASIH AJA BUAT TIM LOKAL PIALA KINGFINIX kecuali RAJA GALAXY,0,YouTube,kasih aja buat tim lokal piala kingfinix kecuali raja galaxy,"['kasih', 'aja', 'buat', 'tim', 'lokal', 'piala', 'kingfinix', 'kecuali', 'raja', 'galaxy']",0,2026-06-14,0
@Panggilajakapten,2026-06-14 16:01:41+00:00,Gini lohh bukan onic yg juara trus²,0,YouTube,gini lohh bukan onic yang juara trus²,"['gini', 'lohh', 'bukan', 'onic', 'yang', 'juara', 'trus²']",1,2026-06-14,0
@usertankdansupport,2026-06-14 16:01:06+00:00,Onic sengaja kalah😂😂😂,0,YouTube,onic sengaja kalah,"['onic', 'sengaja', 'kalah']",1,2026-06-14,0
@boncuchanell804,2026-06-14 16:00:29+00:00,KINGFINIX BUKAN RAJA GALAXY BUAT APA ??,0,YouTube,kingfinix bukan raja galaxy buat apa,"['kingfinix', 'bukan', 'raja', 'galaxy', 'buat', 'apa']",1,2026-06-14,0
@Panggilajakapten,2026-06-14 16:00:20+00:00,Wau,1,YouTube,wau,['wau'],0,2026-06-14,0
@P1TOK,2026-06-14 15:59:21+00:00,onic sengaja kalah karna sponsor hadiah hpnya murah. coba kalo brandnya masih samsung pasti gabakal kalah,0,YouTube,onic sengaja kalah karna sponsor hadiah hpnya murah coba kalau brandnya masih samsung pasti gabakal kalah,"['onic', 'sengaja', 'kalah', 'karna', 'sponsor', 'hadiah', 'hpnya', 'murah', 'coba', 'kalau', 'brandnya', 'masih', 'samsung', 'pasti', 'gabakal', 'kalah']",1,2026-06-14,0
@boncuchanell804,2026-06-14 15:58:30+00:00,KINGFINIX bukan RAJA GALAXY,0,YouTube,kingfinix bukan raja galaxy,"['kingfinix', 'bukan', 'raja', 'galaxy']",1,2026-06-14,0
@ajitrisula2343,2026-06-14 15:58:19+00:00,Impian ko ed tercapai kerenn,0,YouTube,impian ko ed tercapai kerenn,"['impian', 'ko', 'ed', 'tercapai', 'kerenn']",0,2026-06-14,0
@akeongakeongakeong,2026-06-14 15:57:48+00:00,"setelah 10 season lalu terakhir mereka masuk final, kali ini masuk final ga mereka sia2in , dan lawannya pun onic yang lagi overpower, yg ga ada bisa nyentuh setelah berapa season.
grats BTR you all deserve",0,YouTube,setelah season lalu terakhir mereka masuk final kali ini masuk final tidak mereka sia in dan lawannya pun onic yang lagi overpower yang tidak ada bisa nyentuh setelah berapa season grats btr you all deserve,"['setelah', 'season', 'lalu', 'terakhir', 'mereka', 'masuk', 'final', 'kali', 'ini', 'masuk', 'final', 'tidak', 'mereka', 'sia', 'in', 'dan', 'lawannya', 'pun', 'onic', 'yang', 'lagi', 'overpower', 'yang', 'tidak', 'ada', 'bisa', 'nyentuh', 'setelah', 'berapa', 'season', 'grats', 'btr', 'you', 'all', 'deserve']",1,2026-06-14,0
@sribintangnuraeni4875,2026-06-14 15:57:02+00:00,"Permainan biasa kasian belum juara,, ko add mantapp",0,YouTube,permainan biasa kasian belum juara ko add mantapp,"['permainan', 'biasa', 'kasian', 'belum', 'juara', 'ko', 'add', 'mantapp']",1,2026-06-14,0
@NICEGANGSEJATI,2026-06-14 15:55:10+00:00,GW SEBAGAI PERWAKILAN RRQ MENYATAKAN BAHWA ONIC AYAM UDAH BAWAH 2 PH KOK KALAH LOL😂 RRQ>BTR>ONIC,7,YouTube,saya sebagai perwakilan rrq menyatakan bahwa onic ayam sudah bawah ph kok kalah lol rrq btr onic,"['saya', 'sebagai', 'perwakilan', 'rrq', 'menyatakan', 'bahwa', 'onic', 'ayam', 'sudah', 'bawah', 'ph', 'kok', 'kalah', 'lol', 'rrq', 'btr', 'onic']",1,2026-06-14,0
@muhamadguntur898,2026-06-14 15:54:58+00:00,"Akhirnya moreno nnael emann kalian melakukan nya,congrats BTR 🎉 salam dari rival STM😅",0,YouTube,akhirnya moreno nnael emann kalian melakukan nya congrats btr salam dari rival stm,"['akhirnya', 'moreno', 'nnael', 'emann', 'kalian', 'melakukan', 'nya', 'congrats', 'btr', 'salam', 'dari', 'rival', 'stm']",0,2026-06-14,-1
@sitiazifah6958,2026-06-14 15:54:35+00:00,😊😊😊😊,0,YouTube,,[],0,2026-06-14,1
@azka4330,2026-06-14 15:52:19+00:00,Congrats ya byr saya dari fans onic mengucapkan selamat atas kemenangan nya semoga onic dan btr jaya selalu🎉🎉🎉,0,YouTube,congrats ya byr saya dari fans onic mengucapkan selamat atas kemenangan nya semoga onic dan btr jaya selalu,"['congrats', 'ya', 'byr', 'saya', 'dari', 'fans', 'onic', 'mengucapkan', 'selamat', 'atas', 'kemenangan', 'nya', 'semoga', 'onic', 'dan', 'btr', 'jaya', 'selalu']",0,2026-06-14,0
@abdulmukid6870,2026-06-14 15:51:20+00:00,Yeb gajadi pamer cincin banyak lagii😂😂😂 pasti udah di bawa semua tuh😅,0,YouTube,yeb gajadi pamer cincin banyak lagii pasti sudah di bawa semua tuh,"['yeb', 'gajadi', 'pamer', 'cincin', 'banyak', 'lagii', 'pasti', 'sudah', 'di', 'bawa', 'semua', 'tuh']",1,2026-06-14,0
@ahya-f5k,2026-06-14 15:50:16+00:00,Pintar yg nyalahin nnael,0,YouTube,pintar yang nyalahin nnael,"['pintar', 'yang', 'nyalahin', 'nnael']",1,2026-06-14,0
@NendyJapan,2026-06-14 15:50:08+00:00,Untuk BTR Tolong bawa ROBBY si tuyul ke Paris 👏🏻😆😆😆,0,YouTube,untuk btr tolong bawa robby si tuyul ke paris,"['untuk', 'btr', 'tolong', 'bawa', 'robby', 'si', 'tuyul', 'ke', 'paris']",1,2026-06-14,0
@kelvindwi-mp9z,2026-06-14 15:49:29+00:00,Emang bener ya jimat btr adalah Robby,0,YouTube,emang bener ya jimat btr adalah robby,"['emang', 'bener', 'ya', 'jimat', 'btr', 'adalah', 'robby']",0,2026-06-14,0
@NendyJapan,2026-06-14 15:49:23+00:00,Bukan lagi kelinci percobaan tapi  Autobots move out 🤖,0,YouTube,bukan lagi kelinci percobaan tapi autobots move out,"['bukan', 'lagi', 'kelinci', 'percobaan', 'tapi', 'autobots', 'move', 'out']",1,2026-06-14,4
@Zepandon-n1l,2026-06-14 15:49:08+00:00,WR Roby 💯,0,YouTube,wr roby,"['wr', 'roby']",0,2026-06-14,0
@rebahan_kuy,2026-06-14 15:48:53+00:00,NAEL pasti puas banget itu...,0,YouTube,nael pasti puas banget itu,"['nael', 'pasti', 'puas', 'banget', 'itu']",0,2026-06-14,0
@pipaArarqiu09,2026-06-14 15:48:17+00:00,koh delwyn:when yaa,0,YouTube,koh delwyn when yaa,"['koh', 'delwyn', 'when', 'yaa']",0,2026-06-14,0
@panjurujul96,2026-06-14 15:48:01+00:00,Ponic,0,YouTube,ponic,['ponic'],0,2026-06-14,0
@zulhabi,2026-06-14 15:48:00+00:00,4:38:30 kelra marah kenapa? Ada yang tau?,0,YouTube,kelra marah kenapa ada yang tau,"['kelra', 'marah', 'kenapa', 'ada', 'yang', 'tau']",1,2026-06-14,0
@schecolipp,2026-06-14 15:46:55+00:00,"Selamat buat Bigetron by Vitality! butuh 17 musim agar Robot itu selesai dirakit dengan sempurna.

Bigetroopers, selamat merayakan momen ini!🙌🏻",0,YouTube,selamat buat bigetron by vitality butuh musim agar robot itu selesai dirakit dengan sempurna bigetroopers selamat merayakan momen ini,"['selamat', 'buat', 'bigetron', 'by', 'vitality', 'butuh', 'musim', 'agar', 'robot', 'itu', 'selesai', 'dirakit', 'dengan', 'sempurna', 'bigetroopers', 'selamat', 'merayakan', 'momen', 'ini']",1,2026-06-14,4
